Stage,Division,Group/Bracket,Round,Match format,Team A,Team B,Winning team,Game 1 - Score team A,Game 1 - Score team B,Game 2 - Score team A,Game 2 - Score team B,Game 3 - Score team A,Game 3 - Score team B,Game 4 - Score team A,Game 4 - Score team B,Game 5 - Score team A,Game 5 - Score team B,Team A - Player 1,Team A - Player 2,Team A - Player 3,Team A - Player 4,Team A - Player 5,Team A - Player 6,Team A - Player 7,Team A - Player 8,Team A - Player 9,Team A - Player 10,Team A - Player 11,Team A - Player 12,Team A - Player 13,Team A - Player 14,Team B - Player 1,Team B - Player 2,Team B - Player 3,Team B - Player 4,Team B - Player 5,Team B - Player 6,Team B - Player 7,Team B - Player 8,Team B - Player 9,Team B - Player 10,Team B - Player 11,Team B - Player 12,Team B - Player 13,Team B - Player 14
Silver Groups,Men's Individual,Group C (121 - 123),2,Single game,NOR - Kuehl/Steinsholt,FIN - Youssef/Heikkinen,NOR - Kuehl/Steinsholt,21,17,,,,,,,,,Andrew Kuehl,Jørgen Steinsholt,,,,,,,,,,,,,Waltteri Heikkinen,Amir Youssef,,,,,,,,,,,,
Silver Groups,Men's Individual,Group D (124 - 126),2,Single game,LAT - Jaunpetrovičs/Juška,ESP - Cuesta/Cuesta,LAT - Jaunpetrovičs/Juška,21,18,,,,,,,,,Aleksandrs Juška,Mikus Jaunpetrovičs,,,,,,,,,,,,,Esteban Cuesta,Guillermo Cuesta Fuentes,,,,,,,,,,,,
Silver Groups,Men's Individual,Group D (124 - 126),2,Single game,AUT - Gangkofner/Mitterwald,POL - Stachiewicz/Łochowski,AUT - Gangkofner/Mitterwald,21,17,,,,,,,,,Johannes Mitterwald,Mathias Gangkofner,,,,,,,,,,,,,Max Łochowski,Jan Stachiewicz,,,,,,,,,,,,
Silver Groups,Men's Individual,Group D (124 - 126),2,Single game,DEN - Høj/Linnet,FIN - Kyläinpää/Kyläinpää,DEN - Høj/Linnet,21,13,,,,,,,,,Søren Høy,Mathias Linnet,,,,,,,,,,,,,Kosti Kyläinpää,Kari Kyläinpää,,,,,,,,,,,,
Silver Groups,Men's Individual,Group A (115 - 117),3,Single game,SUI - Kukuljan/Rieser,IND - Dass/Dua,SUI - Kukuljan/Rieser,21,11,,,,,,,,,Teo Kukuljan,Serafin Rieser,,,,,,,,,,,,,Vibhor Dua,sumer dass,,,,,,,,,,,,
Silver Groups,Men's Individual,Group A (115 - 117),3,Single game,SUI - Rimle/Tognini,JPN - Nakamura/Takei,SUI - Rimle/Tognini,21,17,,,,,,,,,Emanuel Rimle,Nicolas Tognini,,,,,,,,,,,,,Yuki Nakamura,Yuya Takei,,,,,,,,,,,,
Silver Groups,Men's Individual,Group A (115 - 117),3,Single game,BEL - Theunis/Declercq,ROU - Cîmpian/Bîrsan,BEL - Theunis/Declercq,21,18,,,,,,,,,Bram Declercq,Frederik Theunis,,,,,,,,,,,,,Birsan Razvan,Lucian Cimpian,,,,,,,,,,,,
Silver Groups,Men's Individual,Group B (118 - 120),3,Single game,ITA - Mercadini/Pareschi,BEL - Hublet/Vandamme,BEL - Hublet/Vandamme,19,21,,,,,,,,,riccardo mercadini,Mattia Pareschi,,,,,,,,,,,,,Gauthier Vandamme,Gilles Hublet,,,,,,,,,,,,
Silver Groups,Men's Individual,Group B (118 - 120),3,Single game,ISR - Rotem/Tomer,ISR - Lurie/Wish,ISR - Lurie/Wish,17,21,,,,,,,,,rotem kimhi,Tomer Zholkovsky,,,,,,,,,,,,,Auriel Wish,Guy Lurie,,,,,,,,,,,,
Silver Groups,Men's Individual,Group B (118 - 120),3,Single game,TWN - Chang/Chou,IRE - O’Gara/Prelich,TWN - Chang/Chou,21,18,,,,,,,,,CHOU PO-JUI,Wade Chang,,,,,,,,,,,,,Connor Prelich,Eoin O'Gara,,,,,,,,,,,,
Silver Groups,Men's Individual,Group C (121 - 123),3,Single game,CZE - Mezzey/Visek,NOR - Kuehl/Steinsholt,CZE - Mezzey/Visek,21,19,,,,,,,,,Sebi Mezzey,Jakub Víšek,,,,,,,,,,,,,Andrew Kuehl,Jørgen Steinsholt,,,,,,,,,,,,
Silver Groups,Men's Individual,Group C (121 - 123),3,Single game,LTU - Butkus/Lekečinskas,FIN - Youssef/Heikkinen,LTU - Butkus/Lekečinskas,21,16,,,,,,,,,Mindaugas Butkus,Ugnius Lekecinskas,,,,,,,,,,,,,Waltteri Heikkinen,Amir Youssef,,,,,,,,,,,,
Silver Groups,Men's Individual,Group C (121 - 123),3,Single game,GBR - Elbourne/Powell,CHI - Yañez/Rivera,GBR - Elbourne/Powell,21,17,,,,,,,,,Archie Powell,Mark Elbourne,,,,,,,,,,,,,Felipe Rivera,Lucas Yañez,,,,,,,,,,,,
Silver Groups,Men's Individual,Group D (124 - 126),3,Single game,LAT - Jaunpetrovičs/Juška,DEN - Høj/Linnet,DEN - Høj/Linnet,18,21,,,,,,,,,Aleksandrs Juška,Mikus Jaunpetrovičs,,,,,,,,,,,,,Søren Høy,Mathias Linnet,,,,,,,,,,,,
Silver Groups,Men's Individual,Group D (124 - 126),3,Single game,AUT - Gangkofner/Mitterwald,FIN - Kyläinpää/Kyläinpää,AUT - Gangkofner/Mitterwald,21,15,,,,,,,,,Johannes Mitterwald,Mathias Gangkofner,,,,,,,,,,,,,Kosti Kyläinpää,Kari Kyläinpää,,,,,,,,,,,,
Silver Groups,Men's Individual,Group D (124 - 126),3,Single game,POL - Stachiewicz/Łochowski,ESP - Cuesta/Cuesta,ESP - Cuesta/Cuesta,19,21,,,,,,,,,Max Łochowski,Jan Stachiewicz,,,,,,,,,,,,,Esteban Cuesta,Guillermo Cuesta Fuentes,,,,,,,,,,,,
Silver Groups,Men's Individual,Group A (115 - 117),4,Single game,SUI - Kukuljan/Rieser,BEL - Theunis/Declercq,SUI - Kukuljan/Rieser,21,15,,,,,,,,,Teo Kukuljan,Serafin Rieser,,,,,,,,,,,,,Bram Declercq,Frederik Theunis,,,,,,,,,,,,
Silver Groups,Men's Individual,Group A (115 - 117),4,Single game,SUI - Rimle/Tognini,IND - Dass/Dua,SUI - Rimle/Tognini,21,20,,,,,,,,,Emanuel Rimle,Nicolas Tognini,,,,,,,,,,,,,Vibhor Dua,sumer dass,,,,,,,,,,,,
Silver Groups,Men's Individual,Group A (115 - 117),4,Single game,ROU - Cîmpian/Bîrsan,JPN - Nakamura/Takei,ROU - Cîmpian/Bîrsan,21,17,,,,,,,,,Birsan Razvan,Lucian Cimpian,,,,,,,,,,,,,Yuki Nakamura,Yuya Takei,,,,,,,,,,,,
Silver Groups,Men's Individual,Group B (118 - 120),4,Single game,ITA - Mercadini/Pareschi,TWN - Chang/Chou,ITA - Mercadini/Pareschi,21,19,,,,,,,,,riccardo mercadini,Mattia Pareschi,,,,,,,,,,,,,CHOU PO-JUI,Wade Chang,,,,,,,,,,,,
Silver Groups,Men's Individual,Group B (118 - 120),4,Single game,ISR - Rotem/Tomer,BEL - Hublet/Vandamme,BEL - Hublet/Vandamme,10,21,,,,,,,,,rotem kimhi,Tomer Zholkovsky,,,,,,,,,,,,,Gauthier Vandamme,Gilles Hublet,,,,,,,,,,,,
Silver Groups,Men's Individual,Group B (118 - 120),4,Single game,IRE - O’Gara/Prelich,ISR - Lurie/Wish,IRE - O’Gara/Prelich,21,10,,,,,,,,,Connor Prelich,Eoin O'Gara,,,,,,,,,,,,,Auriel Wish,Guy Lurie,,,,,,,,,,,,
Silver Groups,Men's Individual,Group C (121 - 123),4,Single game,CZE - Mezzey/Visek,GBR - Elbourne/Powell,GBR - Elbourne/Powell,18,21,,,,,,,,,Sebi Mezzey,Jakub Víšek,,,,,,,,,,,,,Archie Powell,Mark Elbourne,,,,,,,,,,,,
Silver Groups,Men's Individual,Group C (121 - 123),4,Single game,LTU - Butkus/Lekečinskas,NOR - Kuehl/Steinsholt,LTU - Butkus/Lekečinskas,21,19,,,,,,,,,Mindaugas Butkus,Ugnius Lekecinskas,,,,,,,,,,,,,Andrew Kuehl,Jørgen Steinsholt,,,,,,,,,,,,
Silver Groups,Men's Individual,Group C (121 - 123),4,Single game,CHI - Yañez/Rivera,FIN - Youssef/Heikkinen,CHI - Yañez/Rivera,21,19,,,,,,,,,Felipe Rivera,Lucas Yañez,,,,,,,,,,,,,Waltteri Heikkinen,Amir Youssef,,,,,,,,,,,,
Silver Groups,Men's Individual,Group D (124 - 126),4,Single game,LAT - Jaunpetrovičs/Juška,POL - Stachiewicz/Łochowski,LAT - Jaunpetrovičs/Juška,21,18,,,,,,,,,Aleksandrs Juška,Mikus Jaunpetrovičs,,,,,,,,,,,,,Max Łochowski,Jan Stachiewicz,,,,,,,,,,,,
Silver Groups,Men's Individual,Group D (124 - 126),4,Single game,AUT - Gangkofner/Mitterwald,DEN - Høj/Linnet,AUT - Gangkofner/Mitterwald,21,15,,,,,,,,,Johannes Mitterwald,Mathias Gangkofner,,,,,,,,,,,,,Søren Høy,Mathias Linnet,,,,,,,,,,,,
Silver Groups,Men's Individual,Group D (124 - 126),4,Single game,ESP - Cuesta/Cuesta,FIN - Kyläinpää/Kyläinpää,ESP - Cuesta/Cuesta,21,19,,,,,,,,,Esteban Cuesta,Guillermo Cuesta Fuentes,,,,,,,,,,,,,Kosti Kyläinpää,Kari Kyläinpää,,,,,,,,,,,,
Silver Groups,Men's Individual,Group A (115 - 117),5,Single game,SUI - Kukuljan/Rieser,SUI - Rimle/Tognini,SUI - Kukuljan/Rieser,21,10,,,,,,,,,Teo Kukuljan,Serafin Rieser,,,,,,,,,,,,,Emanuel Rimle,Nicolas Tognini,,,,,,,,,,,,
Silver Groups,Men's Individual,Group A (115 - 117),5,Single game,BEL - Theunis/Declercq,JPN - Nakamura/Takei,BEL - Theunis/Declercq,21,15,,,,,,,,,Bram Declercq,Frederik Theunis,,,,,,,,,,,,,Yuki Nakamura,Yuya Takei,,,,,,,,,,,,
Silver Groups,Men's Individual,Group A (115 - 117),5,Single game,IND - Dass/Dua,ROU - Cîmpian/Bîrsan,IND - Dass/Dua,21,19,,,,,,,,,Vibhor Dua,sumer dass,,,,,,,,,,,,,Birsan Razvan,Lucian Cimpian,,,,,,,,,,,,
Silver Groups,Men's Individual,Group B (118 - 120),5,Single game,ITA - Mercadini/Pareschi,ISR - Rotem/Tomer,ITA - Mercadini/Pareschi,21,10,,,,,,,,,riccardo mercadini,Mattia Pareschi,,,,,,,,,,,,,rotem kimhi,Tomer Zholkovsky,,,,,,,,,,,,
Silver Groups,Men's Individual,Group B (118 - 120),5,Single game,TWN - Chang/Chou,ISR - Lurie/Wish,TWN - Chang/Chou,21,10,,,,,,,,,CHOU PO-JUI,Wade Chang,,,,,,,,,,,,,Auriel Wish,Guy Lurie,,,,,,,,,,,,
Silver Groups,Men's Individual,Group B (118 - 120),5,Single game,BEL - Hublet/Vandamme,IRE - O’Gara/Prelich,IRE - O’Gara/Prelich,17,21,,,,,,,,,Gauthier Vandamme,Gilles Hublet,,,,,,,,,,,,,Connor Prelich,Eoin O'Gara,,,,,,,,,,,,
Silver Groups,Men's Individual,Group C (121 - 123),5,Single game,CZE - Mezzey/Visek,LTU - Butkus/Lekečinskas,LTU - Butkus/Lekečinskas,17,21,,,,,,,,,Sebi Mezzey,Jakub Víšek,,,,,,,,,,,,,Mindaugas Butkus,Ugnius Lekecinskas,,,,,,,,,,,,
Silver Groups,Men's Individual,Group C (121 - 123),5,Single game,GBR - Elbourne/Powell,FIN - Youssef/Heikkinen,GBR - Elbourne/Powell,21,14,,,,,,,,,Archie Powell,Mark Elbourne,,,,,,,,,,,,,Waltteri Heikkinen,Amir Youssef,,,,,,,,,,,,
Silver Groups,Men's Individual,Group C (121 - 123),5,Single game,NOR - Kuehl/Steinsholt,CHI - Yañez/Rivera,CHI - Yañez/Rivera,17,21,,,,,,,,,Andrew Kuehl,Jørgen Steinsholt,,,,,,,,,,,,,Felipe Rivera,Lucas Yañez,,,,,,,,,,,,
Silver Groups,Men's Individual,Group D (124 - 126),5,Single game,LAT - Jaunpetrovičs/Juška,AUT - Gangkofner/Mitterwald,AUT - Gangkofner/Mitterwald,13,21,,,,,,,,,Aleksandrs Juška,Mikus Jaunpetrovičs,,,,,,,,,,,,,Johannes Mitterwald,Mathias Gangkofner,,,,,,,,,,,,
Silver Groups,Men's Individual,Group D (124 - 126),5,Single game,POL - Stachiewicz/Łochowski,FIN - Kyläinpää/Kyläinpää,POL - Stachiewicz/Łochowski,21,14,,,,,,,,,Max Łochowski,Jan Stachiewicz,,,,,,,,,,,,,Kosti Kyläinpää,Kari Kyläinpää,,,,,,,,,,,,
Silver Groups,Men's Individual,Group D (124 - 126),5,Single game,DEN - Høj/Linnet,ESP - Cuesta/Cuesta,ESP - Cuesta/Cuesta,18,21,,,,,,,,,Søren Høy,Mathias Linnet,,,,,,,,,,,,,Esteban Cuesta,Guillermo Cuesta Fuentes,,,,,,,,,,,,
Bronze Groups,Men's Individual,Group A (127 - 128),1,Single game,TWN - Chen/Kao,HKG - Lui/Yan,TWN - Chen/Kao,21,6,,,,,,,,,Po-Jui Chen,Yu-Heng Kao,,,,,,,,,,,,,Caleb Yan,Clayton Lui,,,,,,,,,,,,
Bronze Groups,Men's Individual,Group A (127 - 128),1,Single game,MEX - Rivera/Islas,LTU - Buckiunas/Ignatavicius,LTU - Buckiunas/Ignatavicius,18,21,,,,,,,,,Mauricio Rivera,Dante Islas,,,,,,,,,,,,,Rokas Ignatavičius,Gytis Buckiūnas,,,,,,,,,,,,
Bronze Groups,Men's Individual,Group B (139 - 131),1,Single game,POL - Pętlak/Cichocki,INA - Denny/Genta,POL - Pętlak/Cichocki,21,5,,,,,,,,,Mikołaj Cichocki,Tadeusz Pętlak,,,,,,,,,,,,,Genta Fajar,Denny Rahmat Ramdhani,,,,,,,,,,,,
Bronze Groups,Men's Individual,Group B (139 - 131),1,Single game,COL - Moreno/Ricky,HKG - Ma/Au,COL - Moreno/Ricky,21,8,,,,,,,,,Roundnet Colombia,Ricky Santiago,,,,,,,,,,,,,Chingle Au,Chris Ma,,,,,,,,,,,,
Bronze Groups,Men's Individual,Group B (139 - 131),1,Single game,IRE - Duffy/Byrne,LUX - Mertens/Bermes,IRE - Duffy/Byrne,21,19,,,,,,,,,Liam Duffy,Sean Byrne,,,,,,,,,,,,,Pit Bermes,Michel Mertens,,,,,,,,,,,,
Bronze Groups,Men's Individual,Group C (132 - 134),1,Single game,ROU - Colac/Popa,EGY - Atwan/Saafan,ROU - Colac/Popa,21,14,,,,,,,,,Traian Colac,Madalin Popa,,,,,,,,,,,,,Ahmed Saafan,Youssef Atwan,,,,,,,,,,,,
Bronze Groups,Men's Individual,Group C (132 - 134),1,Single game,NED - Brus/Brus,LUX - Clees/Thomé,NED - Brus/Brus,21,13,,,,,,,,,Rudo Brus,Jeroen Brus,,,,,,,,,,,,,Nicolas Thomé,Mike Ries,,,,,,,,,,,,
Bronze Groups,Men's Individual,Group C (132 - 134),1,Single game,MEX - Goar/Canovas,LAT - Beļajevs/Eglītis,MEX - Goar/Canovas,21,17,,,,,,,,,Santiago Canovas,Gerardo Goar,,,,,,,,,,,,,Miks Eglitis,Andris Belajevs,,,,,,,,,,,,
Bronze Groups,Men's Individual,Group D (135 - 137),1,Single game,BRA - Tiba/Silva,INA - Fairuzzaman/Rudy,BRA - Tiba/Silva,21,18,,,,,,,,,Nicolas Tiba,Victor Hugo da Silva,,,,,,,,,,,,,Rudy Nugraha,Naufal Fairuzzaman,,,,,,,,,,,,
Bronze Groups,Men's Individual,Group D (135 - 137),1,Single game,CHI - Herrera/Larroza,EGY - Naim/Nader,CHI - Herrera/Larroza,21,12,,,,,,,,,Oriel Herrera,Felipe Larroza,,,,,,,,,,,,,karim nader,Karim Naim,,,,,,,,,,,,
Bronze Groups,Men's Individual,Group D (135 - 137),1,Single game,COL - Maya/Duque,BRA - Ítalo/Zancan,BRA - Ítalo/Zancan,18,21,,,,,,,,,Bernardo Maya,Jose Duque,,,,,,,,,,,,,Pedro Zancan,Danilo Italo,,,,,,,,,,,,
Bronze Groups,Men's Individual,Group A (127 - 128),2,Single game,TWN - Chen/Kao,LTU - Buckiunas/Ignatavicius,TWN - Chen/Kao,21,15,,,,,,,,,Po-Jui Chen,Yu-Heng Kao,,,,,,,,,,,,,Rokas Ignatavičius,Gytis Buckiūnas,,,,,,,,,,,,
Bronze Groups,Men's Individual,Group A (127 - 128),2,Single game,NED - Schouten/van Manen,HKG - Lui/Yan,NED - Schouten/van Manen,21,15,,,,,,,,,Jarec Schouten,Stan van Manen,,,,,,,,,,,,,Caleb Yan,Clayton Lui,,,,,,,,,,,,
Bronze Groups,Men's Individual,Group B (139 - 131),2,Single game,POL - Pętlak/Cichocki,HKG - Ma/Au,POL - Pętlak/Cichocki,21,15,,,,,,,,,Mikołaj Cichocki,Tadeusz Pętlak,,,,,,,,,,,,,Chingle Au,Chris Ma,,,,,,,,,,,,
Bronze Groups,Men's Individual,Group B (139 - 131),2,Single game,COL - Moreno/Ricky,IRE - Duffy/Byrne,COL - Moreno/Ricky,21,17,,,,,,,,,Roundnet Colombia,Ricky Santiago,,,,,,,,,,,,,Liam Duffy,Sean Byrne,,,,,,,,,,,,
Bronze Groups,Men's Individual,Group B (139 - 131),2,Single game,LUX - Mertens/Bermes,INA - Denny/Genta,LUX - Mertens/Bermes,21,4,,,,,,,,,Pit Bermes,Michel Mertens,,,,,,,,,,,,,Genta Fajar,Denny Rahmat Ramdhani,,,,,,,,,,,,
Bronze Groups,Men's Individual,Group C (132 - 134),2,Single game,ROU - Colac/Popa,LUX - Clees/Thomé,ROU - Colac/Popa,21,18,,,,,,,,,Traian Colac,Madalin Popa,,,,,,,,,,,,,Nicolas Thomé,Mike Ries,,,,,,,,,,,,
Bronze Groups,Men's Individual,Group C (132 - 134),2,Single game,NED - Brus/Brus,MEX - Goar/Canovas,MEX - Goar/Canovas,20,21,,,,,,,,,Rudo Brus,Jeroen Brus,,,,,,,,,,,,,Santiago Canovas,Gerardo Goar,,,,,,,,,,,,
Bronze Groups,Men's Individual,Group C (132 - 134),2,Single game,LAT - Beļajevs/Eglītis,EGY - Atwan/Saafan,EGY - Atwan/Saafan,20,22,,,,,,,,,Miks Eglitis,Andris Belajevs,,,,,,,,,,,,,Ahmed Saafan,Youssef Atwan,,,,,,,,,,,,
Bronze Groups,Men's Individual,Group D (135 - 137),2,Single game,BRA - Tiba/Silva,EGY - Naim/Nader,BRA - Tiba/Silva,21,14,,,,,,,,,Nicolas Tiba,Victor Hugo da Silva,,,,,,,,,,,,,karim nader,Karim Naim,,,,,,,,,,,,
Bronze Groups,Men's Individual,Group D (135 - 137),2,Single game,CHI - Herrera/Larroza,COL - Maya/Duque,CHI - Herrera/Larroza,21,10,,,,,,,,,Oriel Herrera,Felipe Larroza,,,,,,,,,,,,,Bernardo Maya,Jose Duque,,,,,,,,,,,,
Bronze Groups,Men's Individual,Group D (135 - 137),2,Single game,BRA - Ítalo/Zancan,INA - Fairuzzaman/Rudy,BRA - Ítalo/Zancan,21,18,,,,,,,,,Pedro Zancan,Danilo Italo,,,,,,,,,,,,,Rudy Nugraha,Naufal Fairuzzaman,,,,,,,,,,,,
Bronze Groups,Men's Individual,Group A (127 - 128),3,Single game,TWN - Chen/Kao,NED - Schouten/van Manen,TWN - Chen/Kao,21,18,,,,,,,,,Po-Jui Chen,Yu-Heng Kao,,,,,,,,,,,,,Jarec Schouten,Stan van Manen,,,,,,,,,,,,
Bronze Groups,Men's Individual,Group A (127 - 128),3,Single game,MEX - Rivera/Islas,HKG - Lui/Yan,MEX - Rivera/Islas,21,6,,,,,,,,,Mauricio Rivera,Dante Islas,,,,,,,,,,,,,Caleb Yan,Clayton Lui,,,,,,,,,,,,
Bronze Groups,Men's Individual,Group B (139 - 131),3,Single game,POL - Pętlak/Cichocki,LUX - Mertens/Bermes,LUX - Mertens/Bermes,19,21,,,,,,,,,Mikołaj Cichocki,Tadeusz Pętlak,,,,,,,,,,,,,Pit Bermes,Michel Mertens,,,,,,,,,,,,
Bronze Groups,Men's Individual,Group B (139 - 131),3,Single game,COL - Moreno/Ricky,INA - Denny/Genta,COL - Moreno/Ricky,21,3,,,,,,,,,Roundnet Colombia,Ricky Santiago,,,,,,,,,,,,,Genta Fajar,Denny Rahmat Ramdhani,,,,,,,,,,,,
Bronze Groups,Men's Individual,Group B (139 - 131),3,Single game,IRE - Duffy/Byrne,HKG - Ma/Au,IRE - Duffy/Byrne,21,14,,,,,,,,,Liam Duffy,Sean Byrne,,,,,,,,,,,,,Chingle Au,Chris Ma,,,,,,,,,,,,
Bronze Groups,Men's Individual,Group C (132 - 134),3,Single game,ROU - Colac/Popa,LAT - Beļajevs/Eglītis,ROU - Colac/Popa,21,13,,,,,,,,,Traian Colac,Madalin Popa,,,,,,,,,,,,,Miks Eglitis,Andris Belajevs,,,,,,,,,,,,
Bronze Groups,Men's Individual,Group C (132 - 134),3,Single game,NED - Brus/Brus,EGY - Atwan/Saafan,NED - Brus/Brus,21,10,,,,,,,,,Rudo Brus,Jeroen Brus,,,,,,,,,,,,,Ahmed Saafan,Youssef Atwan,,,,,,,,,,,,
Bronze Groups,Men's Individual,Group C (132 - 134),3,Single game,MEX - Goar/Canovas,LUX - Clees/Thomé,MEX - Goar/Canovas,21,15,,,,,,,,,Santiago Canovas,Gerardo Goar,,,,,,,,,,,,,Nicolas Thomé,Mike Ries,,,,,,,,,,,,
Bronze Groups,Men's Individual,Group D (135 - 137),3,Single game,BRA - Tiba/Silva,BRA - Ítalo/Zancan,BRA - Ítalo/Zancan,16,21,,,,,,,,,Nicolas Tiba,Victor Hugo da Silva,,,,,,,,,,,,,Pedro Zancan,Danilo Italo,,,,,,,,,,,,
Bronze Groups,Men's Individual,Group D (135 - 137),3,Single game,CHI - Herrera/Larroza,INA - Fairuzzaman/Rudy,CHI - Herrera/Larroza,21,17,,,,,,,,,Oriel Herrera,Felipe Larroza,,,,,,,,,,,,,Rudy Nugraha,Naufal Fairuzzaman,,,,,,,,,,,,
Bronze Groups,Men's Individual,Group D (135 - 137),3,Single game,COL - Maya/Duque,EGY - Naim/Nader,COL - Maya/Duque,21,18,,,,,,,,,Bernardo Maya,Jose Duque,,,,,,,,,,,,,karim nader,Karim Naim,,,,,,,,,,,,
Bronze Groups,Men's Individual,Group A (127 - 128),4,Single game,MEX - Rivera/Islas,NED - Schouten/van Manen,NED - Schouten/van Manen,20,21,,,,,,,,,Mauricio Rivera,Dante Islas,,,,,,,,,,,,,Jarec Schouten,Stan van Manen,,,,,,,,,,,,
Bronze Groups,Men's Individual,Group A (127 - 128),4,Single game,LTU - Buckiunas/Ignatavicius,HKG - Lui/Yan,LTU - Buckiunas/Ignatavicius,21,16,,,,,,,,,Rokas Ignatavičius,Gytis Buckiūnas,,,,,,,,,,,,,Caleb Yan,Clayton Lui,,,,,,,,,,,,
Bronze Groups,Men's Individual,Group B (139 - 131),4,Single game,POL - Pętlak/Cichocki,IRE - Duffy/Byrne,IRE - Duffy/Byrne,17,21,,,,,,,,,Mikołaj Cichocki,Tadeusz Pętlak,,,,,,,,,,,,,Liam Duffy,Sean Byrne,,,,,,,,,,,,
Bronze Groups,Men's Individual,Group B (139 - 131),4,Single game,COL - Moreno/Ricky,LUX - Mertens/Bermes,COL - Moreno/Ricky,25,24,,,,,,,,,Roundnet Colombia,Ricky Santiago,,,,,,,,,,,,,Pit Bermes,Michel Mertens,,,,,,,,,,,,
Bronze Groups,Men's Individual,Group B (139 - 131),4,Single game,HKG - Ma/Au,INA - Denny/Genta,HKG - Ma/Au,21,4,,,,,,,,,Chingle Au,Chris Ma,,,,,,,,,,,,,Genta Fajar,Denny Rahmat Ramdhani,,,,,,,,,,,,
Bronze Groups,Men's Individual,Group C (132 - 134),4,Single game,ROU - Colac/Popa,MEX - Goar/Canovas,ROU - Colac/Popa,21,17,,,,,,,,,Traian Colac,Madalin Popa,,,,,,,,,,,,,Santiago Canovas,Gerardo Goar,,,,,,,,,,,,
Bronze Groups,Men's Individual,Group C (132 - 134),4,Single game,NED - Brus/Brus,LAT - Beļajevs/Eglītis,NED - Brus/Brus,21,8,,,,,,,,,Rudo Brus,Jeroen Brus,,,,,,,,,,,,,Miks Eglitis,Andris Belajevs,,,,,,,,,,,,
Bronze Groups,Men's Individual,Group C (132 - 134),4,Single game,LUX - Clees/Thomé,EGY - Atwan/Saafan,LUX - Clees/Thomé,21,18,,,,,,,,,Nicolas Thomé,Mike Ries,,,,,,,,,,,,,Ahmed Saafan,Youssef Atwan,,,,,,,,,,,,
Bronze Groups,Men's Individual,Group D (135 - 137),4,Single game,BRA - Tiba/Silva,COL - Maya/Duque,BRA - Tiba/Silva,21,16,,,,,,,,,Nicolas Tiba,Victor Hugo da Silva,,,,,,,,,,,,,Bernardo Maya,Jose Duque,,,,,,,,,,,,
Bronze Groups,Men's Individual,Group D (135 - 137),4,Single game,CHI - Herrera/Larroza,BRA - Ítalo/Zancan,CHI - Herrera/Larroza,21,10,,,,,,,,,Oriel Herrera,Felipe Larroza,,,,,,,,,,,,,Pedro Zancan,Danilo Italo,,,,,,,,,,,,
Bronze Groups,Men's Individual,Group D (135 - 137),4,Single game,EGY - Naim/Nader,INA - Fairuzzaman/Rudy,EGY - Naim/Nader,21,16,,,,,,,,,karim nader,Karim Naim,,,,,,,,,,,,,Rudy Nugraha,Naufal Fairuzzaman,,,,,,,,,,,,
Bronze Groups,Men's Individual,Group A (127 - 128),5,Single game,TWN - Chen/Kao,MEX - Rivera/Islas,MEX - Rivera/Islas,20,21,,,,,,,,,Po-Jui Chen,Yu-Heng Kao,,,,,,,,,,,,,Mauricio Rivera,Dante Islas,,,,,,,,,,,,
Bronze Groups,Men's Individual,Group A (127 - 128),5,Single game,NED - Schouten/van Manen,LTU - Buckiunas/Ignatavicius,NED - Schouten/van Manen,21,17,,,,,,,,,Jarec Schouten,Stan van Manen,,,,,,,,,,,,,Rokas Ignatavičius,Gytis Buckiūnas,,,,,,,,,,,,
Bronze Groups,Men's Individual,Group B (139 - 131),5,Single game,POL - Pętlak/Cichocki,COL - Moreno/Ricky,COL - Moreno/Ricky,8,21,,,,,,,,,Mikołaj Cichocki,Tadeusz Pętlak,,,,,,,,,,,,,Roundnet Colombia,Ricky Santiago,,,,,,,,,,,,
Bronze Groups,Men's Individual,Group B (139 - 131),5,Single game,IRE - Duffy/Byrne,INA - Denny/Genta,IRE - Duffy/Byrne,21,10,,,,,,,,,Liam Duffy,Sean Byrne,,,,,,,,,,,,,Genta Fajar,Denny Rahmat Ramdhani,,,,,,,,,,,,
Bronze Groups,Men's Individual,Group B (139 - 131),5,Single game,LUX - Mertens/Bermes,HKG - Ma/Au,LUX - Mertens/Bermes,21,10,,,,,,,,,Pit Bermes,Michel Mertens,,,,,,,,,,,,,Chingle Au,Chris Ma,,,,,,,,,,,,
Bronze Groups,Men's Individual,Group C (132 - 134),5,Single game,ROU - Colac/Popa,NED - Brus/Brus,NED - Brus/Brus,15,21,,,,,,,,,Traian Colac,Madalin Popa,,,,,,,,,,,,,Rudo Brus,Jeroen Brus,,,,,,,,,,,,
Bronze Groups,Men's Individual,Group C (132 - 134),5,Single game,MEX - Goar/Canovas,EGY - Atwan/Saafan,MEX - Goar/Canovas,21,10,,,,,,,,,Santiago Canovas,Gerardo Goar,,,,,,,,,,,,,Ahmed Saafan,Youssef Atwan,,,,,,,,,,,,
Bronze Groups,Men's Individual,Group C (132 - 134),5,Single game,LAT - Beļajevs/Eglītis,LUX - Clees/Thomé,LUX - Clees/Thomé,19,21,,,,,,,,,Miks Eglitis,Andris Belajevs,,,,,,,,,,,,,Nicolas Thomé,Mike Ries,,,,,,,,,,,,
